Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20190920,MTX    ,201910     ,150141,10916,2,-,-, 
20190920,MTX    ,201910     ,150141,10916,2,-,-, 
20190920,MTX    ,201910     ,150142,10916,2,-,-, 
20190920,MTX    ,201910     ,150142,10916,2,-,-, 
20190920,MTX    ,201910     ,150142,10916,2,-,-, 
20190920,MTX    ,201910     ,150142,10916,2,-,-, 
20190920,MTX    ,201910     ,150143,10915,4,-,-, 
20190920,MTX    ,201910     ,150143,10916,2,-,-, 
20190920,MTX    ,201910     ,150143,10916,2,-,-, 
20190920,MTX    ,201910     ,150145,10915,2,-,-, 
20190920,MTX    ,201910     ,150146,10916,2,-,-, 
20190920,MTX    ,201910     ,150146,10916,2,-,-, 
20190920,MTX    ,201910     ,150146,10915,2,-,-, 
20190920,MTX    ,201910     ,150147,10915,2,-,-, 
20190920,MTX    ,201910     ,150147,10916,2,-,-, 
20190920,MTX    ,201910     ,150149,10915,2,-,-, 
20190920,MTX    ,201910     ,150149,10915,2,-,-, 
20190920,MTX    ,201910     ,150149,10915,2,-,-, 
20190920,MTX    ,201910     ,150150,10915,2,-,-, 
20190920,MTX    ,201910     ,150152,10915,2,-,-, 
20190920,MTX    ,201910     ,150153,10914,2,-,-, 
20190920,MTX    ,201910     ,150153,10914,2,-,-, 
20190920,MTX    ,201910     ,150155,10915,12,-,-, 
20190920,MTX    ,201910     ,150155,10914,2,-,-, 
20190920,MTX    ,201910     ,150155,10915,2,-,-, 
20190920,MTX    ,201910     ,150157,10914,2,-,-, 
20190920,MTX    ,201910     ,150157,10914,2,-,-, 
20190920,MTX    ,201910     ,150157,10914,2,-,-, 
20190920,MTX    ,201910     ,150157,10914,2,-,-, 
20190920,MTX    ,201910     ,150157,10914,6,-,-, 
20190920,MTX    ,201910     ,150157,10914,2,-,-, 
20190920,MTX    ,201910     ,150158,10914,2,-,-, 
20190920,MTX    ,201910     ,150158,10914,2,-,-, 
20190920,MTX    ,201910     ,150159,10914,2,-,-, 
20190920,MTX    ,201910     ,150159,10914,4,-,-, 
20190920,MTX    ,201910     ,150159,10914,2,-,-, 
20190920,MTX    ,201910     ,150200,10914,8,-,-, 
20190920,MTX    ,201910     ,150200,10914,6,-,-, 
20190920,MTX    ,201910     ,150200,10914,10,-,-, 
20190920,MTX    ,201910     ,150200,10915,4,-,-, 
20190920,MTX    ,201910     ,150200,10915,2,-,-, 
20190920,MTX    ,201910     ,150200,10915,2,-,-, 
20190920,MTX    ,201910     ,150200,10913,2,-,-, 
20190920,MTX    ,201910     ,150200,10915,2,-,-, 
20190920,MTX    ,201910     ,150201,10913,4,-,-, 
20190920,MTX    ,201910     ,150201,10915,2,-,-, 
20190920,MTX    ,201910     ,150201,10914,4,-,-, 
20190920,MTX    ,201910     ,150201,10914,2,-,-, 
20190920,MTX    ,201910     ,150203,10914,2,-,-, 
20190920,MTX    ,201910     ,150205,10914,2,-,-, 
20190920,MTX    ,201910     ,150207,10913,2,-,-, 
20190920,MTX    ,201910     ,150207,10913,2,-,-, 
20190920,MTX    ,201910     ,150207,10913,2,-,-, 
20190920,MTX    ,201910     ,150207,10913,2,-,-, 
20190920,MTX    ,201910     ,150207,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,6,-,-, 
20190920,MTX    ,201910     ,150211,10913,8,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150211,10913,2,-,-, 
20190920,MTX    ,201910     ,150212,10913,8,-,-, 
20190920,MTX    ,201910     ,150215,10913,2,-,-, 
20190920,MTX    ,201910     ,150215,10913,2,-,-, 
20190920,MTX    ,201910     ,150217,10913,6,-,-, 
20190920,MTX    ,201910     ,150217,10913,2,-,-, 
20190920,MTX    ,201910     ,150217,10913,2,-,-, 
20190920,MTX    ,201910     ,150217,10912,8,-,-, 
20190920,MTX    ,201910     ,150217,10912,6,-,-, 
20190920,MTX    ,201910     ,150217,10912,12,-,-, 
20190920,MTX    ,201910     ,150217,10912,14,-,-, 
20190920,MTX    ,201910     ,150217,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150218,10912,2,-,-, 
20190920,MTX    ,201910     ,150219,10913,2,-,-, 
20190920,MTX    ,201910     ,150225,10912,2,-,-, 
20190920,MTX    ,201910     ,150226,10912,6,-,-, 
20190920,MTX    ,201910     ,150226,10912,2,-,-, 
20190920,MTX    ,201910     ,150227,10913,2,-,-, 
20190920,MTX    ,201910     ,150227,10913,2,-,-, 
20190920,MTX    ,201910     ,150227,10912,2,-,-, 
20190920,MTX    ,201910     ,150228,10912,2,-,-, 
20190920,MTX    ,201910     ,150230,10912,2,-,-, 
20190920,MTX    ,201910     ,150233,10912,2,-,-, 
20190920,MTX    ,201910     ,150233,10912,2,-,-, 
20190920,MTX    ,201910     ,150234,10912,2,-,-, 
20190920,MTX    ,201910     ,150234,10912,2,-,-, 
20190920,MTX    ,201910     ,150239,10913,2,-,-, 
20190920,MTX    ,201910     ,150239,10912,2,-,-, 
20190920,MTX    ,201910     ,150240,10912,2,-,-, 
20190920,MTX    ,201910     ,150243,10912,2,-,-, 
20190920,MTX    ,201910     ,150243,10912,2,-,-, 
20190920,MTX    ,201910     ,150249,10912,2,-,-, 
20190920,MTX    ,201910     ,150252,10912,8,-,-, 
20190920,MTX    ,201910     ,150252,10912,2,-,-, 
20190920,MTX    ,201910     ,150253,10911,2,-,-, 
20190920,MTX    ,201910     ,150254,10912,2,-,-, 
20190920,MTX    ,201910     ,150255,10911,2,-,-, 
20190920,MTX    ,201910     ,150255,10912,2,-,-, 
20190920,MTX    ,201910     ,150255,10912,2,-,-, 
20190920,MTX    ,201910     ,150256,10912,2,-,-, 
20190920,MTX    ,201910     ,150258,10912,2,-,-, 
20190920,MTX    ,201910     ,150300,10912,14,-,-, 
20190920,MTX    ,201910     ,150300,10912,10,-,-, 
20190920,MTX    ,201910     ,150300,10912,4,-,-, 
20190920,MTX    ,201910     ,150300,10912,12,-,-, 
20190920,MTX    ,201910     ,150300,10913,6,-,-, 
20190920,MTX    ,201910     ,150300,10913,2,-,-, 
20190920,MTX    ,201910     ,150300,10913,2,-,-, 
20190920,MTX    ,201910     ,150300,10913,2,-,-, 
20190920,MTX    ,201910     ,150300,10913,2,-,-, 
20190920,MTX    ,201910     ,150300,10913,2,-,-, 
20190920,MTX    ,201910     ,150305,10912,2,-,-, 
20190920,MTX    ,201910     ,150305,10912,2,-,-, 
20190920,MTX    ,201910     ,150305,10912,2,-,-, 
20190920,MTX    ,201910     ,150305,10912,2,-,-, 
20190920,MTX    ,201910     ,150306,10912,2,-,-, 
20190920,MTX    ,201910     ,150311,10912,4,-,-, 
20190920,MTX    ,201910     ,150311,10911,2,-,-, 
20190920,MTX    ,201910     ,150311,10911,2,-,-, 
20190920,MTX    ,201910     ,150311,10911,4,-,-, 
20190920,MTX    ,201910     ,150311,10911,2,-,-, 
20190920,MTX    ,201910     ,150312,10912,2,-,-, 
20190920,MTX    ,201910     ,150318,10911,2,-,-, 
20190920,MTX    ,201910     ,150318,10912,4,-,-, 
20190920,MTX    ,201910     ,150325,10911,2,-,-, 
20190920,MTX    ,201910     ,150326,10911,2,-,-, 
20190920,MTX    ,201910     ,150329,10911,2,-,-, 
20190920,MTX    ,201910     ,150330,10911,2,-,-, 
20190920,MTX    ,201910     ,150333,10911,2,-,-, 
20190920,MTX    ,201910     ,150334,10911,2,-,-, 
20190920,MTX    ,201910     ,150334,10911,2,-,-, 
20190920,MTX    ,201910     ,150334,10911,2,-,-, 
20190920,MTX    ,201910     ,150335,10911,2,-,-, 
20190920,MTX    ,201910     ,150337,10911,2,-,-, 
20190920,MTX    ,201910     ,150337,10911,2,-,-, 
20190920,MTX    ,201910     ,150338,10911,2,-,-, 
20190920,MTX    ,201910     ,150338,10911,2,-,-, 
20190920,MTX    ,201910     ,150341,10911,2,-,-, 
20190920,MTX    ,201910     ,150345,10911,2,-,-, 
20190920,MTX    ,201910     ,150347,10911,2,-,-, 
20190920,MTX    ,201910     ,150349,10911,2,-,-, 
20190920,MTX    ,201910     ,150349,10910,4,-,-, 
20190920,MTX    ,201910     ,150349,10910,2,-,-, 
20190920,MTX    ,201910     ,150350,10911,2,-,-, 
20190920,MTX    ,201910     ,150356,10911,2,-,-, 
20190920,MTX    ,201910     ,150357,10911,2,-,-, 
20190920,MTX    ,201910     ,150400,10911,14,-,-, 
20190920,MTX    ,201910     ,150400,10910,2,-,-, 
20190920,MTX    ,201910     ,150400,10911,2,-,-, 
20190920,MTX    ,201910     ,150400,10911,2,-,-, 
20190920,MTX    ,201910     ,150401,10911,2,-,-, 
20190920,MTX    ,201910     ,150402,10910,2,-,-, 
20190920,MTX    ,201910     ,150403,10911,6,-,-, 
20190920,MTX    ,201910     ,150403,10912,2,-,-, 
20190920,MTX    ,201910     ,150403,10912,2,-,-, 
20190920,MTX    ,201910     ,150403,10911,2,-,-, 
20190920,MTX    ,201910     ,150404,10911,2,-,-, 
20190920,MTX    ,201910     ,150406,10912,2,-,-, 
20190920,MTX    ,201910     ,150407,10911,2,-,-, 
20190920,MTX    ,201910     ,150408,10912,2,-,-, 
20190920,MTX    ,201910     ,150408,10911,2,-,-, 
20190920,MTX    ,201910     ,150410,10911,2,-,-, 
20190920,MTX    ,201910     ,150413,10911,4,-,-, 
20190920,MTX    ,201910     ,150414,10911,2,-,-, 
20190920,MTX    ,201910     ,150414,10911,2,-,-, 
20190920,MTX    ,201910     ,150415,10911,2,-,-, 
20190920,MTX    ,201910     ,150416,10911,2,-,-, 
20190920,MTX    ,201910     ,150418,10911,2,-,-, 
20190920,MTX    ,201910     ,150423,10911,2,-,-, 
20190920,MTX    ,201910     ,150425,10911,2,-,-, 
20190920,MTX    ,201910     ,150425,10911,2,-,-, 
20190920,MTX    ,201910     ,150426,10911,4,-,-, 
20190920,MTX    ,201910     ,150427,10910,2,-,-, 
20190920,MTX    ,201910     ,150430,10911,2,-,-, 
20190920,MTX    ,201910     ,150434,10910,2,-,-, 
20190920,MTX    ,201910     ,150438,10910,2,-,-, 
20190920,MTX    ,201910     ,150441,10910,2,-,-, 
20190920,MTX    ,201910     ,150450,10911,2,-,-, 
20190920,MTX    ,201910     ,150450,10911,2,-,-, 
20190920,MTX    ,201910     ,150451,10911,2,-,-, 
20190920,MTX    ,201910     ,150451,10910,2,-,-, 
20190920,MTX    ,201910     ,150454,10911,2,-,-, 
20190920,MTX    ,201910     ,150454,10911,2,-,-, 
20190920,MTX    ,201910     ,150455,10911,2,-,-, 
20190920,MTX    ,201910     ,150458,10911,2,-,-, 
20190920,MTX    ,201910     ,150500,10911,12,-,-, 
20190920,MTX    ,201910     ,150500,10911,4,-,-, 
20190920,MTX    ,201910     ,150500,10911,2,-,-, 
20190920,MTX    ,201910     ,150500,10911,8,-,-, 
20190920,MTX    ,201910     ,150500,10911,6,-,-, 
20190920,MTX    ,201910     ,150500,10911,4,-,-, 
20190920,MTX    ,201910     ,150500,10911,2,-,-, 
20190920,MTX    ,201910     ,150501,10912,2,-,-, 
20190920,MTX    ,201910     ,150501,10912,2,-,-, 
20190920,MTX    ,201910     ,150503,10911,2,-,-, 
20190920,MTX    ,201910     ,150511,10911,2,-,-, 
20190920,MTX    ,201910     ,150511,10911,2,-,-, 
20190920,MTX    ,201910     ,150511,10911,2,-,-, 
20190920,MTX    ,201910     ,150513,10911,2,-,-, 
20190920,MTX    ,201910     ,150513,10911,2,-,-, 
20190920,MTX    ,201910     ,150513,10911,2,-,-, 
20190920,MTX    ,201910     ,150517,10911,2,-,-, 
20190920,MTX    ,201910     ,150521,10911,2,-,-, 
20190920,MTX    ,201910     ,150523,10911,2,-,-, 
20190920,MTX    ,201910     ,150524,10911,2,-,-, 
20190920,MTX    ,201910     ,150526,10911,2,-,-, 
20190920,MTX    ,201910     ,150528,10911,2,-,-, 
20190920,MTX    ,201910     ,150528,10911,2,-,-, 
20190920,MTX    ,201910     ,150531,10911,2,-,-, 
20190920,MTX    ,201910     ,150533,10911,2,-,-, 
20190920,MTX    ,201910     ,150533,10910,2,-,-, 
20190920,MTX    ,201910     ,150538,10911,4,-,-, 
20190920,MTX    ,201910     ,150541,10910,2,-,-, 
20190920,MTX    ,201910     ,150541,10910,2,-,-, 
20190920,MTX    ,201910     ,150541,10910,4,-,-, 
20190920,MTX    ,201910     ,150542,10911,2,-,-, 
20190920,MTX    ,201910     ,150550,10910,2,-,-, 
20190920,MTX    ,201910     ,150550,10911,2,-,-, 
20190920,MTX    ,201910     ,150558,10911,2,-,-, 
20190920,MTX    ,201910     ,150558,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,4,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,4,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,4,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,2,-,-, 
20190920,MTX    ,201910     ,150600,10910,4,-,-, 
20190920,MTX    ,201910     ,150601,10910,4,-,-, 
20190920,MTX    ,201910     ,150601,10910,4,-,-, 
20190920,MTX    ,201910     ,150602,10910,2,-,-, 
20190920,MTX    ,201910     ,150605,10910,2,-,-, 
20190920,MTX    ,201910     ,150606,10910,2,-,-, 
20190920,MTX    ,201910     ,150608,10910,2,-,-, 
20190920,MTX    ,201910     ,150609,10910,2,-,-, 
20190920,MTX    ,201910     ,150610,10910,4,-,-, 
20190920,MTX    ,201910     ,150613,10910,2,-,-, 
20190920,MTX    ,201910     ,150615,10910,2,-,-, 
20190920,MTX    ,201910     ,150618,10910,2,-,-, 
20190920,MTX    ,201910     ,150618,10911,2,-,-, 
20190920,MTX    ,201910     ,150618,10910,2,-,-, 
20190920,MTX    ,201910     ,150619,10910,2,-,-, 
20190920,MTX    ,201910     ,150620,10910,2,-,-, 
20190920,MTX    ,201910     ,150620,10910,2,-,-, 
20190920,MTX    ,201910     ,150622,10910,2,-,-, 
20190920,MTX    ,201910     ,150622,10911,2,-,-, 
20190920,MTX    ,201910     ,150623,10911,16,-,-, 
20190920,MTX    ,201910     ,150623,10911,10,-,-, 
20190920,MTX    ,201910     ,150624,10911,2,-,-, 
20190920,MTX    ,201910     ,150624,10911,2,-,-, 
20190920,MTX    ,201910     ,150625,10911,2,-,-, 
20190920,MTX    ,201910     ,150625,10911,2,-,-, 
20190920,MTX    ,201910     ,150627,10911,2,-,-, 
20190920,MTX    ,201910     ,150628,10911,2,-,-, 
20190920,MTX    ,201910     ,150632,10911,2,-,-, 
20190920,MTX    ,201910     ,150632,10911,2,-,-, 
20190920,MTX    ,201910     ,150634,10912,6,-,-, 
20190920,MTX    ,201910     ,150634,10912,2,-,-, 
20190920,MTX    ,201910     ,150636,10911,2,-,-, 
20190920,MTX    ,201910     ,150641,10911,4,-,-, 
20190920,MTX    ,201910     ,150641,10911,2,-,-, 
20190920,MTX    ,201910     ,150641,10911,2,-,-, 
20190920,MTX    ,201910     ,150641,10911,2,-,-, 
20190920,MTX    ,201910     ,150641,10911,2,-,-, 
20190920,MTX    ,201910     ,150642,10911,2,-,-, 
20190920,MTX    ,201910     ,150648,10910,2,-,-, 
20190920,MTX    ,201910     ,150651,10910,4,-,-, 
20190920,MTX    ,201910     ,150705,10910,2,-,-, 
20190920,MTX    ,201910     ,150706,10910,2,-,-, 
20190920,MTX    ,201910     ,150707,10911,2,-,-, 
20190920,MTX    ,201910     ,150711,10911,2,-,-, 
20190920,MTX    ,201910     ,150720,10911,2,-,-, 
20190920,MTX    ,201910     ,150721,10910,2,-,-, 
20190920,MTX    ,201910     ,150723,10910,2,-,-, 
20190920,MTX    ,201910     ,150723,10910,2,-,-, 
20190920,MTX    ,201910     ,150723,10910,2,-,-, 
20190920,MTX    ,201910     ,150723,10910,4,-,-, 
20190920,MTX    ,201910     ,150723,10911,2,-,-, 
20190920,MTX    ,201910     ,150723,10910,2,-,-, 
20190920,MTX    ,201910     ,150727,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,4,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,4,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,4,-,-, 
20190920,MTX    ,201910     ,150731,10910,4,-,-, 
20190920,MTX    ,201910     ,150731,10910,4,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150731,10910,2,-,-, 
20190920,MTX    ,201910     ,150732,10910,2,-,-, 
20190920,MTX    ,201910     ,150732,10910,4,-,-, 
20190920,MTX    ,201910     ,150732,10910,2,-,-, 
20190920,MTX    ,201910     ,150732,10910,2,-,-, 
20190920,MTX    ,201910     ,150732,10910,2,-,-, 
20190920,MTX    ,201910     ,150732,10910,2,-,-, 
20190920,MTX    ,201910     ,150733,10909,4,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150737,10909,2,-,-, 
20190920,MTX    ,201910     ,150743,10909,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150746,10908,2,-,-, 
20190920,MTX    ,201910     ,150749,10908,2,-,-, 
20190920,MTX    ,201910     ,150750,10908,2,-,-, 
20190920,MTX    ,201910     ,150750,10908,2,-,-, 
20190920,MTX    ,201910     ,150750,10908,2,-,-, 
20190920,MTX    ,201910     ,150751,10908,2,-,-, 
20190920,MTX    ,201910     ,150751,10908,2,-,-, 
20190920,MTX    ,201910     ,150752,10908,4,-,-, 
20190920,MTX    ,201910     ,150752,10908,2,-,-, 
20190920,MTX    ,201910     ,150752,10908,2,-,-, 
20190920,MTX    ,201910     ,150753,10908,2,-,-, 
20190920,MTX    ,201910     ,150754,10908,2,-,-, 
20190920,MTX    ,201910     ,150754,10908,2,-,-, 
20190920,MTX    ,201910     ,150800,10908,2,-,-, 
20190920,MTX    ,201910     ,150802,10908,2,-,-, 
20190920,MTX    ,201910     ,150805,10908,2,-,-, 
20190920,MTX    ,201910     ,150806,10907,2,-,-, 
20190920,MTX    ,201910     ,150806,10907,2,-,-, 
20190920,MTX    ,201910     ,150806,10907,2,-,-, 
20190920,MTX    ,201910     ,150810,10908,2,-,-, 
20190920,MTX    ,201910     ,150811,10907,2,-,-, 
20190920,MTX    ,201910     ,150817,10907,2,-,-, 
20190920,MTX    ,201910     ,150817,10907,2,-,-, 
20190920,MTX    ,201910     ,150819,10907,2,-,-, 
20190920,MTX    ,201910     ,150819,10908,4,-,-, 
20190920,MTX    ,201910     ,150819,10907,2,-,-, 
20190920,MTX    ,201910     ,150821,10907,2,-,-, 
20190920,MTX    ,201910     ,150823,10907,2,-,-, 
20190920,MTX    ,201910     ,150823,10907,2,-,-, 
20190920,MTX    ,201910     ,150827,10908,2,-,-, 
20190920,MTX    ,201910     ,150827,10907,2,-,-, 
20190920,MTX    ,201910     ,150831,10908,2,-,-, 
20190920,MTX    ,201910     ,150833,10908,2,-,-, 
20190920,MTX    ,201910     ,150835,10908,2,-,-, 
20190920,MTX    ,201910     ,150838,10908,12,-,-, 
20190920,MTX    ,201910     ,150840,10908,2,-,-, 
20190920,MTX    ,201910     ,150853,10908,2,-,-, 
20190920,MTX    ,201910     ,150854,10908,2,-,-, 
20190920,MTX    ,201910     ,150854,10908,2,-,-, 
20190920,MTX    ,201910     ,150856,10907,2,-,-, 
20190920,MTX    ,201910     ,150857,10908,2,-,-, 
20190920,MTX    ,201910     ,150857,10907,2,-,-, 
20190920,MTX    ,201910     ,150900,10908,2,-,-, 
20190920,MTX    ,201910     ,150901,10907,2,-,-, 
20190920,MTX    ,201910     ,150901,10908,2,-,-, 
20190920,MTX    ,201910     ,150906,10908,2,-,-, 
20190920,MTX    ,201910     ,150907,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,4,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,6,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,4,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150913,10907,2,-,-, 
20190920,MTX    ,201910     ,150916,10907,2,-,-, 
20190920,MTX    ,201910     ,150921,10906,2,-,-, 
